name,model,steps,prompt,strategy,batch_size,gen_length,ignore_pad,n_problems,temperature,use_confidence_weighting,avg_diversity,avg_time,cumulative_at_1,cumulative_at_10,cumulative_at_11,cumulative_at_12,cumulative_at_13,cumulative_at_14,cumulative_at_15,cumulative_at_16,cumulative_at_2,cumulative_at_3,cumulative_at_4,cumulative_at_5,cumulative_at_6,cumulative_at_7,cumulative_at_8,cumulative_at_9,pass_at_1,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,std_diversity,std_time
trial_108_batched_orth_alpha32.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.089707206338644,18.803019897937773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.765,0.77,0.77,0.77,0.77,0.77,0.77,0.695,0.73,0.74,0.75,0.76,0.76,0.76,0.76,0.084868581038309,2.429085178747081
trial_109_batched_orth_alpha32.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1570134638249874,19.641554572582244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.82,0.82,0.825,0.835,0.845,0.855,0.86,0.675,0.73,0.76,0.785,0.8,0.8,0.81,0.815,0.1009188895135918,2.5721726319006177
trial_110_batched_orth_alpha32.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2165095816552639,26.46681817293167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.815,0.835,0.835,0.835,0.84,0.845,0.85,0.59,0.66,0.695,0.725,0.75,0.77,0.78,0.795,0.1221977989043524,3.0531754343645097
trial_111_batched_orth_alpha32.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2877843612432479,20.752778215408327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.81,0.825,0.83,0.84,0.85,0.85,0.85,0.535,0.635,0.675,0.705,0.725,0.75,0.75,0.785,0.1043978543891972,2.715485089815409
trial_112_batched_orth_alpha64.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0964090338349342,17.70320301771164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.75,0.75,0.75,0.75,0.75,0.75,0.755,0.685,0.71,0.72,0.725,0.73,0.74,0.75,0.75,0.0892327408704309,2.3120750081831485
trial_113_batched_orth_alpha64.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1643897579610347,23.61763438463211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.825,0.83,0.83,0.835,0.845,0.845,0.855,0.645,0.73,0.75,0.76,0.785,0.805,0.825,0.825,0.106082091670393,2.624234238411131
trial_114_batched_orth_alpha64.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2303624311089516,20.94832686662674,0.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48,0.85,0.855,0.86,0.865,0.865,0.87,0.875,0.635,0.7,0.735,0.77,0.8,0.815,0.82,0.835,0.1194043453091681,2.704439395594924
trial_115_batched_orth_alpha64.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2824635574221611,20.73470731496811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.805,0.805,0.81,0.83,0.84,0.845,0.845,0.52,0.625,0.67,0.7,0.72,0.75,0.77,0.79,0.1074082159993944,2.701973464955894
trial_116_batched_orth_alpha128.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0989032822847366,20.510279829502107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.77,0.77,0.77,0.77,0.775,0.775,0.78,0.695,0.72,0.735,0.75,0.755,0.76,0.765,0.765,0.0920988893209538,2.1868222462859275
trial_117_batched_orth_alpha128.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1722491444647312,19.62842510461807,0.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,0.57,0.86,0.87,0.87,0.875,0.875,0.88,0.88,0.675,0.765,0.805,0.82,0.835,0.835,0.85,0.86,0.1074610789648172,2.5850980858564547
trial_118_batched_orth_alpha128.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2402310121059417,22.00211148738861,0.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.525,0.84,0.86,0.87,0.88,0.885,0.895,0.9,0.705,0.775,0.795,0.805,0.81,0.82,0.825,0.83,0.1231504644465014,2.817530835459664
trial_119_batched_orth_alpha128.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2824817982316017,23.559647011756898,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.365,0.865,0.87,0.88,0.89,0.89,0.89,0.89,0.57,0.65,0.72,0.74,0.785,0.815,0.83,0.85,0.1091762954950627,2.653535613851559
trial_120_batched_orth_alpha2.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.034661399424076,17.661113495826722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.665,0.68,0.69,0.695,0.7,0.7,0.7,0.7,0.0351691401043936,2.303482186644362
trial_121_batched_orth_alpha2.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1126513902842998,20.723602341413496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.795,0.795,0.805,0.805,0.815,0.82,0.82,0.65,0.685,0.715,0.75,0.765,0.77,0.79,0.795,0.1035351434690603,2.714296522548992
trial_122_batched_orth_alpha2.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2478737369179725,20.931175614595418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.81,0.815,0.815,0.815,0.825,0.825,0.825,0.615,0.675,0.725,0.74,0.765,0.775,0.79,0.8,0.1758140436393339,2.662135286611234
trial_123_batched_orth_alpha2.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.4455964887142181,23.55835937142372,0.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.305,0.74,0.755,0.76,0.77,0.785,0.785,0.79,0.47,0.565,0.62,0.675,0.7,0.71,0.725,0.735,0.1063972272843123,2.6579490116679154
trial_124_batched_orth_alpha8.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0659049469232559,18.77157259821892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.67,0.695,0.7,0.7,0.705,0.705,0.705,0.705,0.0590183496332267,2.441871026799799
trial_125_batched_orth_alpha8.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1323060417175293,19.632091472148897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.795,0.8,0.815,0.82,0.82,0.825,0.825,0.63,0.695,0.73,0.755,0.77,0.785,0.795,0.795,0.1039542540263533,2.572675707281841
trial_126_batched_orth_alpha8.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2205314800143241,21.93899411916733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.77,0.78,0.785,0.795,0.805,0.815,0.82,0.6,0.645,0.705,0.73,0.745,0.755,0.76,0.77,0.14042621378605,2.825541775817006
trial_127_batched_orth_alpha8.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.4013507336378097,23.53970314502716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.765,0.77,0.775,0.785,0.795,0.805,0.815,0.49,0.64,0.69,0.725,0.745,0.75,0.755,0.765,0.1148877243442912,2.653262752663337
trial_128_batched_orth_alpha16.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0798759993910789,17.71744218826294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.68,0.7,0.715,0.725,0.735,0.735,0.735,0.735,0.0721985895516131,2.3174700429356534
trial_129_batched_orth_alpha16.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1457499422132969,20.73797488808632,0.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,0.6,0.795,0.8,0.805,0.815,0.82,0.82,0.825,0.675,0.715,0.735,0.75,0.765,0.77,0.785,0.79,0.1032679835175831,2.681858922580043
trial_130_batched_orth_alpha16.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2147115004062652,26.49741164684296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.82,0.83,0.84,0.84,0.845,0.85,0.85,0.645,0.685,0.69,0.72,0.745,0.78,0.79,0.8,0.1209784984671496,3.0724449765576214
trial_131_batched_orth_alpha16.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.3471019192039966,19.62251049399376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.77,0.78,0.8,0.81,0.81,0.815,0.815,0.47,0.6,0.64,0.67,0.7,0.735,0.755,0.765,0.1097639642031053,2.565295689124937
trial_132_batched_orth_alpha32.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.089707206338644,18.78480387330055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.765,0.77,0.77,0.77,0.77,0.77,0.77,0.695,0.73,0.74,0.75,0.76,0.76,0.76,0.76,0.084868581038309,2.4426543822868028
trial_133_batched_orth_alpha32.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.152463309019804,19.658070777654647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.795,0.795,0.8,0.805,0.815,0.815,0.83,0.665,0.7,0.725,0.735,0.76,0.765,0.775,0.785,0.0942414703015674,2.587457229725238
trial_134_batched_orth_alpha32.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2149235817790031,26.499368928670883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.835,0.85,0.86,0.86,0.86,0.865,0.865,0.665,0.72,0.76,0.795,0.81,0.825,0.835,0.835,0.1211647013306288,3.0751070934071025
trial_135_batched_orth_alpha32.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2895156566798686,20.7371009016037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.795,0.8,0.82,0.84,0.84,0.845,0.855,0.48,0.565,0.63,0.69,0.72,0.77,0.775,0.79,0.1099020593237855,2.681459306674462
trial_136_batched_orth_alpha64.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0964090338349342,17.718773084878922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.75,0.75,0.75,0.75,0.75,0.75,0.755,0.685,0.71,0.72,0.725,0.73,0.74,0.75,0.75,0.0892327408704309,2.3097626391824893
trial_137_batched_orth_alpha64.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1658722905814647,23.635301494598387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585,0.835,0.835,0.84,0.845,0.855,0.865,0.87,0.695,0.735,0.775,0.79,0.815,0.825,0.83,0.83,0.1033154949725135,2.659226505417478
trial_138_batched_orth_alpha64.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2337262392044067,21.983470973968505,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.83,0.84,0.845,0.845,0.85,0.86,0.87,0.61,0.715,0.75,0.785,0.805,0.815,0.82,0.82,0.1239498732237627,2.803999210441801
trial_139_batched_orth_alpha64.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2786330933868885,19.60038625001907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.81,0.815,0.835,0.84,0.84,0.855,0.855,0.485,0.58,0.66,0.715,0.735,0.755,0.775,0.8,0.10670611720566,2.585873724257043
trial_140_batched_orth_alpha128.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0989032822847366,20.53815500974655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.77,0.77,0.77,0.77,0.775,0.775,0.78,0.695,0.72,0.735,0.75,0.755,0.76,0.765,0.765,0.0920988893209538,2.178079933661637
trial_141_batched_orth_alpha128.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1719077332317829,20.75117620110512,0.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.54,0.845,0.845,0.855,0.855,0.855,0.86,0.86,0.655,0.735,0.77,0.79,0.815,0.825,0.835,0.84,0.1021952386736166,2.689882743436692
trial_142_batched_orth_alpha128.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2392381061613559,20.93138231754303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.85,0.85,0.86,0.86,0.865,0.87,0.875,0.67,0.74,0.785,0.81,0.83,0.83,0.835,0.845,0.1206339469936622,2.69764188935572
trial_143_batched_orth_alpha128.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.2845019574463368,23.59692328095436,0.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.33,0.845,0.855,0.865,0.87,0.885,0.885,0.9,0.535,0.65,0.685,0.725,0.755,0.795,0.83,0.835,0.1097623786573932,2.6301171894972075
trial_144_batched_orth_alpha2.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.034661399424076,18.8175468981266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.665,0.68,0.69,0.695,0.7,0.7,0.7,0.7,0.0351691401043936,2.43608410450311
trial_145_batched_orth_alpha2.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.5,True,0.1085353338718414,19.653887634277343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.81,0.815,0.82,0.82,0.825,0.825,0.825,0.63,0.69,0.71,0.735,0.755,0.76,0.77,0.795,0.0933536239287618,2.5458899739443703
trial_146_batched_orth_alpha2.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,1.5,True,0.2454539884626865,22.03625816226005,1.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,0.525,0.8,0.805,0.805,0.81,0.81,0.815,0.815,0.635,0.685,0.725,0.745,0.755,0.77,0.79,0.795,0.1817496777420205,2.838011613524808
trial_147_batched_orth_alpha2.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,2.0,True,0.4445726002752781,23.57774842619896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.755,0.76,0.78,0.785,0.8,0.8,0.805,0.485,0.545,0.63,0.675,0.7,0.71,0.73,0.74,0.1088589217870338,2.62700556356994
trial_148_batched_orth_alpha8.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",16,64,False,300,0.0,True,0.0659049469232559,17.70861925125122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.705,0.705,0.705,0.705,0.705,0.705,0.705,0.67,0.695,0.7,0.7,0.705,0.705,0.705,0.705,0.0590183496332267,2.3025975867003057
